t,T+R,N_0,N_1,N_2,N_3
0,1,1.92374e-26,4.26526e-40,3.81851e-46,3.35435e-52
10,1,1.60362e-26,9.78391e-34,1.82957e-35,4.85615e-37
20,1,1.79933e-26,4.76143e-33,2.8298e-34,2.16889e-35
30,1,1.82118e-26,4.7789e-33,7.41582e-34,1.84004e-34
40,1,1.66159e-26,4.26894e-32,6.238e-33,1.454e-33
50,1,2.48191e-26,1.9708e-31,2.97948e-32,8.09593e-33
60,1,2.60518e-26,3.97943e-31,5.43412e-32,1.33443e-32
70,1,3.24254e-26,3.42627e-31,3.35585e-32,1.19935e-32
80,1,3.34782e-26,4.11473e-30,3.26803e-32,2.65907e-30
90,1,3.54752e-26,7.8339e-29,2.33959e-32,9.67068e-29
100,1,2.64697e-26,6.3779e-29,5.05138e-32,1.55997e-28
110,1.00003,3.03069e-26,2.78924e-28,5.08774e-32,1.45255e-28
120,1.00919,2.85595e-26,1.0219e-28,2.49823e-31,1.39566e-29
130,0.852426,2.70133e-26,1.84271e-28,1.43775e-30,6.4939e-29
140,0.336284,3.06035e-26,8.10995e-29,2.23311e-30,1.36118e-29
150,0.0484901,3.68303e-26,1.77961e-26,2.56548e-26,1.5783e-26
160,0.0638941,7.72976e-23,1.32111e-22,2.16304e-22,1.5085e-22
170,0.147476,1.43847e-19,2.32244e-19,4.13324e-19,3.09081e-19
180,0.564733,7.23178e-17,1.10402e-16,2.17787e-16,1.77157e-16
190,1.22646,1.17036e-14,1.62768e-14,3.65163e-14,3.28899e-14
200,1.19982,7.17927e-13,8.49364e-13,2.22579e-12,2.27149e-12
210,0.871171,2.03661e-11,1.86635e-11,5.77665e-11,6.86877e-11
220,1.06826,3.17443e-10,2.09566e-10,7.45565e-10,1.07047e-09
230,0.963355,2.98468e-09,1.44957e-09,5.16157e-09,9.47174e-09
240,1.01004,1.78163e-08,8.11683e-09,1.93272e-08,4.996e-08
250,1.00333,6.86535e-08,4.19451e-08,3.66429e-08,1.60996e-07
260,0.992815,1.68448e-07,1.65794e-07,2.71942e-08,3.17997e-07
270,0.99812,2.51946e-07,4.19165e-07,6.79719e-09,3.80875e-07
280,1.00069,2.12399e-07,6.3315e-07,5.2689e-08,2.78783e-07
290,0.999262,9.17425e-08,5.64854e-07,1.18359e-07,1.47444e-07
300,0.998249,2.93741e-08,3.20883e-07,9.28451e-08,8.92523e-08
310,0.998391,2.52103e-08,1.50631e-07,3.09575e-08,6.47895e-08
320,0.99861,2.57623e-08,7.1793e-08,4.56937e-09,4.08154e-08
330,0.998699,2.51153e-08,3.19618e-08,1.00131e-09,1.96898e-08
340,0.998826,2.0163e-08,1.40147e-08,1.29365e-09,7.19274e-09
350,0.998837,1.43435e-08,6.00466e-09,9.25518e-10,2.02591e-09
360,0.998689,9.59114e-09,2.22047e-09,4.53339e-10,4.13522e-10
370,0.998587,5.8514e-09,6.56185e-10,1.80547e-10,4.84805e-11
380,0.99864,3.3072e-09,1.94649e-10,4.12748e-11,5.47586e-12
390,0.998741,1.70374e-09,1.27032e-10,9.2799e-13,3.86962e-12
400,0.998757,8.11845e-10,1.12532e-10,1.70426e-11,4.1763e-13
410,0.998705,3.61443e-10,7.94154e-11,2.99801e-11,5.95134e-12
420,0.998673,1.52778e-10,4.62189e-11,2.17254e-11,1.65823e-11
430,0.998686,6.19636e-11,2.54712e-11,8.74199e-12,2.04254e-11
440,0.998706,2.37442e-11,1.5044e-11,2.8294e-12,1.56277e-11
450,0.998708,8.41934e-12,9.94595e-12,2.00854e-12,8.41248e-12
460,0.998701,2.72698e-12,6.93139e-12,1.76453e-12,3.5239e-12
470,0.998698,9.41948e-13,4.59874e-12,1.00322e-12,1.37994e-12
480,0.998698,5.36289e-13,2.69191e-12,3.48433e-13,6.45147e-13
490,0.9987,4.68359e-13,1.34492e-12,7.52886e-14,3.63216e-13
500,0.9987,4.1013e-13,5.73813e-13,1.21736e-14,2.04658e-13
600,0.9987,1.16642e-15,1.84783e-16,1.12903e-16,2.53606e-16
700,0.9987,4.93854e-18,2.27384e-18,1.16653e-17,1.3531e-17
800,0.9987,8.90459e-19,4.01578e-18,1.25015e-17,1.04464e-17
900,0.9987,8.63792e-19,3.84e-18,1.24767e-17,1.05769e-17
1000,0.9987,8.68432e-19,3.83758e-18,1.24786e-17,1.05761e-17
1100,0.9987,8.68586e-19,3.83771e-18,1.2479e-17,1.05758e-17
1200,0.9987,8.68556e-19,3.83771e-18,1.24789e-17,1.05756e-17
1300,0.9987,8.68705e-19,3.83775e-18,1.24789e-17,1.05756e-17
1400,0.9987,8.68758e-19,3.83758e-18,1.24785e-17,1.05757e-17
1500,0.9987,8.68619e-19,3.83753e-18,1.24787e-17,1.05758e-17
1600,0.9987,8.68196e-19,3.83807e-18,1.24784e-17,1.05753e-17
1700,0.9987,8.67776e-19,3.83761e-18,1.24785e-17,1.05751e-17
1800,0.9987,8.68048e-19,3.83784e-18,1.24783e-17,1.05756e-17
1900,0.9987,8.68127e-19,3.83773e-18,1.24785e-17,1.05756e-17
2000,0.9987,8.68211e-19,3.83762e-18,1.24784e-17,1.05757e-17
2100,0.9987,8.67821e-19,3.83786e-18,1.24786e-17,1.05753e-17
2200,0.9987,8.68103e-19,3.838e-18,1.24785e-17,1.05756e-17
2300,0.9987,8.68278e-19,3.83794e-18,1.24789e-17,1.05753e-17
2400,0.9987,8.68688e-19,3.83833e-18,1.24781e-17,1.05747e-17
2500,0.9987,8.68246e-19,3.83798e-18,1.24787e-17,1.05754e-17
2600,0.9987,8.68117e-19,3.8381e-18,1.24789e-17,1.05757e-17
2700,0.9987,8.68298e-19,3.83786e-18,1.24785e-17,1.05756e-17
2800,0.9987,8.6806e-19,3.83812e-18,1.24785e-17,1.05752e-17
2900,0.9987,8.68273e-19,3.83799e-18,1.24785e-17,1.0575e-17
3000,0.9987,8.67781e-19,3.83793e-18,1.24784e-17,1.05751e-17
3100,0.9987,8.68023e-19,3.8379e-18,1.24786e-17,1.0576e-17
3200,0.9987,8.67681e-19,3.83791e-18,1.24784e-17,1.05754e-17
3300,0.9987,8.67588e-19,3.83762e-18,1.24781e-17,1.05756e-17
3400,0.9987,8.67272e-19,3.83792e-18,1.24776e-17,1.05762e-17
3500,0.9987,8.68139e-19,3.83805e-18,1.24779e-17,1.05755e-17
3600,0.9987,8.67939e-19,3.83794e-18,1.24782e-17,1.05749e-17
3700,0.9987,8.67204e-19,3.83737e-18,1.24773e-17,1.05751e-17
3800,0.9987,8.67223e-19,3.8379e-18,1.24779e-17,1.05752e-17
3900,0.9987,8.66482e-19,3.83878e-18,1.24792e-17,1.05757e-17
4000,0.9987,8.66676e-19,3.83913e-18,1.2479e-17,1.05753e-17
4100,0.9987,8.66805e-19,3.8383e-18,1.24791e-17,1.05749e-17
4200,0.9987,8.66034e-19,3.83853e-18,1.24787e-17,1.05778e-17
4300,0.9987,8.66174e-19,3.83838e-18,1.24783e-17,1.05772e-17
4400,0.9987,8.67884e-19,3.83721e-18,1.24772e-17,1.05757e-17
4500,0.9987,8.67879e-19,3.83768e-18,1.24764e-17,1.05741e-17
4600,0.9987,8.68254e-19,3.83724e-18,1.24769e-17,1.05747e-17
4700,0.9987,8.67631e-19,3.83744e-18,1.24762e-17,1.05755e-17
4800,0.9987,8.67212e-19,3.83688e-18,1.2477e-17,1.05752e-17
4900,0.9987,8.67196e-19,3.83723e-18,1.24763e-17,1.05745e-17
5000,0.9987,8.68243e-19,3.83771e-18,1.24775e-17,1.05757e-17
5100,0.9987,8.67361e-19,3.83768e-18,1.24779e-17,1.05759e-17
5200,0.9987,8.68134e-19,3.8372e-18,1.24777e-17,1.05755e-17
5300,0.9987,8.68081e-19,3.83793e-18,1.24772e-17,1.05756e-17
5400,0.9987,8.674e-19,3.83761e-18,1.24769e-17,1.0576e-17
5500,0.9987,8.6729e-19,3.83767e-18,1.24762e-17,1.05751e-17
5600,0.9987,8.67206e-19,3.83734e-18,1.24761e-17,1.05749e-17
5700,0.9987,8.67397e-19,3.83805e-18,1.24772e-17,1.0575e-17
5800,0.9987,8.66862e-19,3.83807e-18,1.24776e-17,1.05742e-17
5900,0.9987,8.66791e-19,3.83816e-18,1.24768e-17,1.05752e-17
6000,0.9987,8.66707e-19,3.8378e-18,1.24769e-17,1.05755e-17
6100,0.9987,8.67153e-19,3.83801e-18,1.2477e-17,1.05747e-17
6200,0.9987,8.67536e-19,3.83828e-18,1.24771e-17,1.05751e-17
6300,0.9987,8.6731e-19,3.83766e-18,1.24763e-17,1.05755e-17
6400,0.9987,8.67566e-19,3.83716e-18,1.24763e-17,1.05754e-17
6500,0.9987,8.67526e-19,3.83884e-18,1.24772e-17,1.05747e-17
6600,0.9987,8.68504e-19,3.83913e-18,1.24757e-17,1.05763e-17
6700,0.9987,8.68633e-19,3.83871e-18,1.24768e-17,1.0574e-17
6800,0.9987,8.67769e-19,3.8385e-18,1.24776e-17,1.05761e-17
6900,0.9987,8.67425e-19,3.8398e-18,1.24782e-17,1.0576e-17
7000,0.9987,8.66961e-19,3.83965e-18,1.24783e-17,1.05741e-17
7100,0.9987,8.65068e-19,3.84024e-18,1.24771e-17,1.05766e-17
7200,0.9987,8.62013e-19,3.84148e-18,1.24768e-17,1.05762e-17
7300,0.9987,8.63828e-19,3.84195e-18,1.24757e-17,1.05753e-17
7400,0.9987,8.62719e-19,3.84098e-18,1.24765e-17,1.05759e-17
7500,0.9987,8.6354e-19,3.84095e-18,1.24762e-17,1.05749e-17
7600,0.9987,8.62712e-19,3.8421e-18,1.2476e-17,1.05739e-17
7700,0.9987,8.62517e-19,3.84263e-18,1.24755e-17,1.05743e-17
7800,0.9987,8.60924e-19,3.84218e-18,1.24764e-17,1.05745e-17
7900,0.9987,8.61002e-19,3.84227e-18,1.24775e-17,1.05738e-17
8000,0.9987,8.61828e-19,3.84327e-18,1.24783e-17,1.05739e-17
8100,0.9987,8.61743e-19,3.84355e-18,1.24779e-17,1.05734e-17
8200,0.9987,8.60917e-19,3.8434e-18,1.24786e-17,1.05736e-17
8300,0.9987,8.6106e-19,3.84386e-18,1.24778e-17,1.05737e-17
8400,0.9987,8.60893e-19,3.84358e-18,1.24781e-17,1.05742e-17
